"village_name","district_id"
"MONJERIWA","21"
"MPAMANDA","21"
"NAMBOYA","21"
"NANTHOKA","21"
"NJILIKA","21"
"NKHUKU TEN","21"
"RAPHAEL","21"
"WISIKE","21"
"CHE MUSA TRADING CENTRE","21"
"CHEMUSA","21"
"GAYESI TRADING CENTRE","21"
"KABULA","21"
"MBAYANI","21"
"MBAYANI TRADING CENTRE","21"
"MISEU FOUR","21"
"MSIKA WA NJALA TRADING CENTRE","21"
"MUSA MAGANGA","21"
"NAMIWAWA","21"
"RAILWAYS","21"
"BOTI","21"
"CHABWERA","21"
"CHAPIMA","21"
"CHATHA","21"
"CHEMDALA","21"
"CHIMALIZILE","21"
"CHIRIMBA","21"
"CHONDE","21"
"DOMOYA","21"
"DORBIE","21"
"KACHANGA","21"
"KAILO","21"
"KAMEZA","21"
"KUMITEMI","21"
"LIKHUBULA","21"
"MALUNGA","21"
"MANDA AGARU","21"
"MASAF","21"
"MATAYALA","21"
"MAYERA","21"
"MBAYANI","21"
"MBUKA","21"
"MUSSA MAGASA","21"
"MWACHANDE","21"
"NGUMBE","21"
"NTAMBASALE","21"
"NTOSO","21"
"SONKE","21"
"SUYA","21"
"ANGELGOVEYA","21"
"BULEYA","21"
"CHEMBOMA","21"
"CHINYONGA","21"
"CHIWEMBE","21"
"FEDERATION","21"
"KANJEDZA","21"
"KAPENI","21"
"KAPICHI","21"
"LIKOTIMA","21"
"LIMBE","21"
"MACHESO","21"
"MALIZANI","21"
"MANJE","21"
"MISESA","21"
"MJAMBE","21"
"MTAMBO","21"
"NASINGO","21"
"SAWAGE","21"
"SOCHE","21"
"BUTAO","21"
"KAWINGA","21"
"LILAKA","21"
"MATHULI","21"
"MBALAME","21"
"MINYANGA","21"
"MKALAKANI","21"
"MNAMELO","21"
"MWAMADI","21"
"NALUSO","21"
"NAMBOYA","21"
"NKHUKUTENI","21"
"WISIKI","21"
"AGENY","21"
"GOLIYO","21"
"HHI","21"
"MAKATA","21"
"NAMALIMWE","21"
"NDIRANDE","21"
"NDIRANDE NEW LINES","21"
"BANGWE","21"
"BCA","21"
"CHILAMBE","21"
"GREEN MALATA","21"
"LIMBE","21"
"MAGANGA","21"
"MASALA","21"
"MKOMANJIRA","21"
"WISIKI","21"
"CHE EMA","21"
"CHINSEU","21"
"GAMULANI","21"
"KUNJE","21"
"MAJIGA","21"
"MAKATA","21"
"MAKHAMBA","21"
"NYAMBADWE","21"
"SATOWE","21"
"ZAMBIA","21"
"CHIMSEU TRADING CENTRE","21"
"GEORGE","21"
"MAKATA","21"
"MPEMBU","21"
"NDIRANDE HILL","21"
"NDIRANDE MALABADA","21"
"NDIRANDE TRADING CENTRE","21"
"CHAKANA","21"
"MATOPE","21"
"MTAMBALIKA","21"
"NDIRANDE","21"
"NDIRANDE TRADING CENTRE","21"
"SAFALAWO","21"
"SAFALAWO TRADING CENTRE","21"
"CHIMPALE","21"
"CHINUPULE 1","21"
"CHINUPULE II","21"
"GONG'ONDA","21"
"GULANI","21"
"JUMBE","21"
"KHAMA","21"
"MADULIRA","21"
"MAGOMBO","21"
"MAKHETHA","21"
"MAKWASA","21"
"MANJOMBE","21"
"MANTHOMBA","21"
"MAONI","21"
"MASELEMA","21"
"MATENJE","21"
"MKOLOKOTI","21"
"MKUNG'UNDA","21"
"MKWATE","21"
"MUDI","21"
"MULENGA","21"
"NANTHOKA  ","21"
"NANTHOKA AREA 7","21"
"NATHOKA","21"
"SAFARI","21"
"MAGALASI","21"
"MBAYANI","21"
"NDALAMA","21"
"NDIRANDE TRADING CENTRE","21"
"NYAMBADWE ","21"
"WENELA","21"
"CHICHIRI PRISON","21"
"CHITAWIRA","21"
"HIGH COURT","21"
"KAMBA","21"
"KUDYA","21"
"MLAMBALALA","21"
"NKOLOKOSA","21"
"OLD NAPERI","21"
"POLYTECHNIC","21"
"QUEENS","21"
"CHIMWANKHUNDA","21"
"CHIMWANKHUNDA 2B","21"
"MANJA","21"
"MANJA GALIVER","21"
"SOCHE EAST","21"
"SOCHE QUARY","21"
"THREE WAYS (MANJA)","21"
"ZINGWANGWA","21"
"AREA I","21"
"AREA II","21"
"AREA III","21"
"AREA V","21"
"AREA XII","21"
"CHINSEU","21"
"CHIRIMBA INDUSTRIAL AREA","21"
"HAJI MBWANDA","21"
"JULIASI","21"
"LUWANDA","21"
"MACHINJIRI","21"
"MAPANDA","21"
"NAMONDE","21"
"NTHAWIRA","21"
"SINGATIYA","21"
"ZAMBIA","21"
"KAPHIKAMTAMA","21"
"KADULIRA","21"
"MALEKANO","21"
"MPHALE","21"
"MAGALETA","21"
"LIKONDE","21"
"MAUNDA","21"
"CHE- LIFA MATAYA","21"
"KAPACHIKA","21"
"THUMBA","21"
"DALIKIYA","21"
"NAMIKASI TRADING CENTRE","21"
"ISSA","21"
"MWAZAMA","21"
"M'BWANA I","21"
"CHAONEKA","21"
"KAZEMBE","21"
"NDANDALA","21"
"STEVEN I","21"
"MASAMBA","21"
"CHIMOMBO","21"
"CHIGARU","21"
"CHIBWEYA","21"
"NAKHWALA","21"
"MPOPO","21"
"NGWAYA","21"
"INOCK","21"
"MWASIYA","21"
"MONONGA","21"
"GROLIA","21"
"BALAZA","21"
"CHIROMBO","21"
"CHIKUNTHU","21"
"JAILOSI","21"
"BILLY TRADING CENTRE","21"
"LIEBIG TRADING CENTRE","21"
"MIZANJE","21"
"CHAPASUKA","21"
"GULANI","21"
"MKWINDA","21"
"M'BWANA II","21"
"NG'OMBAERA","21"
"MADALITSO","21"
"MAZONDE","21"
"MASELEMA","21"
"WILLIAM","21"
"LIRANGWE TRADING CENTRE","21"
"MASINDE I","21"
"MBEGA","21"
"CHIKOLONGWE I","21"
"MTAMBALIKA I","21"
"KAMALA","21"
"AYENDANACHO","21"
"NAMICHESI","21"
"CHIKOLONGWE II","21"
"LUZI","21"
"MTAMBALIKA II","21"
"MASINDE II","21"
"CHISI TRADING CENTRE","21"
"KABANO","21"
"KANUNKHAMPINI","21"
"JORDAN","21"
"KANTAMBE","21"
"MWISOSO","21"
"SUMBULETA","21"
"LIKAKA","21"
"MDEKA TRADING CENTRE","21"
"NTHACHE I","21"
"KAMPIRU","21"
"MWALIPHEMBE","21"
"MAGOBEDE","21"
"MWENDAYEKHA","21"
"DAELO","21"
"MANGWAULE","21"
"YESAYA","21"
"MAKOKA I","21"
"MWINGANYAMA","21"
"MSAMBANDERE","21"
"NTHACHE II","21"
"CHE-UZI","21"
"DAINA","21"
"CHE-MPIRA","21"
"KANG'OMBE","21"
"MASIKUWA","21"
"MAKUPE","21"
"MBINGWANI","21"
"CHILIPA","21"
"MANDIWA I","21"
"MANDIWA II","21"
"CHIMTOKOMA","21"
"CHAMGWERA","21"
"GALANTI","21"
"M'MANGENI","21"
"THOMBELA","21"
"MASULANI I","21"
"MASULANI II","21"
"M'MAMBO","21"
"ROBERT","21"
"CHINKONDA","21"
"ANGONI SATHA ONSE","21"
"PEREKAMOYO","21"
"GOVATI","21"
"LUNIYA","21"
"CHINTSANYA","21"
"NAMALONDWE TRADING CENTRE","21"
"KAYESA I","21"
"KAVALO","21"
"STEVEN II","21"
"SIYASIYA","21"
"CHIWAYA I","21"
"KAYESA II","21"
"CHILONGA","21"
"WALIYATSA","21"
"KAMMWETSA","21"
"DZUMANI","21"
"CHIWAYA II","21"
"MATOLIRO","21"
"CHIWAYU","21"
"SEMU I","21"
"MOLOSONI","21"
"KEYALA","21"
"CHOMBOTO","21"
"YOTAMU","21"
"CHIKWATA","21"
"KACHIWALA","21"
"SEMU  II","21"
"MLANGENI","21"
"MAKWINJA","21"
"MKAWINDA I","21"
"MKAWINDA  II","21"
"MDALA","21"
"MAKWEMBA","21"
"MTENGA","21"
"TUNG'ANDE","21"
"KABUTHU","21"
"CHIZAMBA","21"
"LIDALA","21"
"NGWAYA I","21"
"NGWALE","21"
"MLUMBE","21"
"STAYA","21"
"TATHERA","21"
"JAMESON I","21"
"MASANGNO","21"
"SIDRECK","21"
"MAULANA","21"
"KAJAWO","21"
"MAKWALE I","21"
"SALAJI","21"
"YOYOLA I","21"
"JOSEPH NJILIKA","21"
"SEVENTEEN TRADING CENTRE","21"
"MATINDI TRADING CENTRE","21"
"JAMESON II","21"
"CHIMAIMBA","21"
"MALEULE","21"
"KAPONYA","21"
"CHIKHALA","21"
"NAMONDE","21"
"DISI","21"
"KUMPITA","21"
"NGOSA","21"
"UNDANI I","21"
"YOYOLA II","21"
"CHIKUSE","21"
"CHINYONGA","21"
"MPONDA","21"
"WELOSI UNDANI II","21"
"KUMWIMA II","21"
"MPOSA I","21"
"UNDANI III","21"
"KUMPONDA I","21"
"MIZENJE","21"
"MPIRA","21"
"MALUWA I","21"
"KAMWENDO","21"
"MPOMBE","21"
"NDEMANJE","21"
"JOHN KWANJA I","21"
"NAZOMBE","21"
"KUMPONDA II","21"
"JOHN KWAJA II","21"
"NAZOMBE II","21"
"JOHN KWAJA I TRADING CENTRE","21"
"M'GAWA","21"
"MANJOMBE I","21"
"CHITSONGA","21"
"SANI","21"
"MULO","21"
"KHWELENIA","21"
"CHIMBONANO","21"
"MALANGA","21"
"KHWELENIA II","21"
"JUMBE","21"
"CHITSONGA TRADING CENTRE","21"
"MANJOMBE ","21"
"CHIMWAYE","21"
"MALUWA II","21"
"BENI LIGOGO","21"
"MATEYU JERE","21"
"MARIKO","21"
"HARRY","21"
"DAUSI","21"
"MANJOMBE III","21"
"MCHERE","21"
"MAKWALE II","21"
"JULIUS SUPEDI","21"
"KANDIWO","21"
"POST MASULANI","21"
"MPENDA","21"
"MBELA","21"
"HELEMA","21"
"WHAYO","21"
"KAIPA","21"
"KAMPAKA","21"
"CHIMOWA","21"
"KANDIWO II","21"
"CHILINDIME","21"
"MCHERE TRADING CENTRE","21"
"PATSANI","21"
"KAKOWA","21"
"CHOMBOTO","21"
"CHISUSE","21"
"MANYOZO","21"
"MALIANA I","21"
"MKAIMBA","21"
"MBOZI","21"
"TIPASI I","21"
"KUNLAMBUZI","21"
"MALIANA II","21"
"TIPASI II","21"
"LUNZU TRADING CENTRE","21"
"MANG'OMBA","21"
"KHUKUNI","21"
"AMOSI","21"
"TENTHANI","21"
"KHOTOPO","21"
"KHOLOWA","21"
"KALOLO","21"
"FRED","21"
"KWELANI","21"
"MANGANI","21"
"MTAMBO","21"
"NDOGOLO","21"
"CHILEMBA","21"
"KALUNGWE","21"
"MPUNGA","21"
"MTUTILE","21"
"MANDANDA","21"
"AMINI","21"
"MISESA","21"
"KUMWIMAI I","21"
"MBEMUSYA","21"
"MPOSA II","21"
"MKULIMBA","21"
"MTUYA","21"
"MANESI KAPENI","21"
"NKOLESYA","21"
"NJAMBA","21"
"CHINGOTA","21"
"ZINGWANGWA","21"
"MDALA CHAUWA","21"
"KAMEZA","21"
"KANING'A BALUWA","21"
"MANJA","21"
"BALUWA","21"
"WEDI","21"
"CHIUNDA","21"
"ROBEN NSAMBUZI","21"
"WASILI NJILIKA","21"
"CHINDEKA","21"
"MKWATE I","21"
"MAZALE","21"
"CHITUNGU","21"
"RAFU MAUNDE","21"
"WILLIAM","21"
"MAZALE II","21"
"MPASUKA","21"
"NKUWEYA","21"
"CHINDEBVU","21"
"MAKOLOSA","21"
"STEVEN","21"
"GALAWANDA","21"
"GAVI","21"
"PULI","21"
"JONATHAN","21"
"KUNJAWA","21"
"KAFELE","21"
"LUMBE","21"
"KANDOJE","21"
"CHEMBE","21"
"SALIMU PULLI","21"
"KANDOJE TRADING CENTRE","21"
"MATOPE CHOMBOTO","21"
"MTAMBALIKA","21"
"CEDRICK MASANGANO","21"
"GEORGE MLOYI","21"
"SOMANJE MAKATA","21"
"MLANGA","21"
"MATENJE","21"
"MKWATE II","21"
"MADULIRA I","21"
"CHIWASA","21"
"CHINUPULE","21"
" MANJOMBE II","21"
"MLENGA","21"
" MPALONDE","21"
"CHANGA","21"
"MADULIRA II","21"
"MAMBWENI","21"
"NKUNG'UNDA","21"
"CHINUPULE II","21"
"NDIRANDE TRADING CENTRE","21"
"MAKHETA TRADING CENTRE","21"
"KHAMA TRADING CENTRE","21"
"KAJOMBO","21"
"CHILOBWE","21"
"CHINZUKIRA","21"
"CHINGONDO","21"
"CHUMA","21"
"CHATHA","21"
"MBETA NKOMA","21"
"MILAMBO","21"
"JAMES NSONGOLO","21"
"BIZMARCK I","21"
"DANIEL","21"
"BIZMARCK II","21"
"KACHIMANGA","21"
"BULEYA","21"
"KUMWEMBE","21"
"KAPICHI","21"
"GREEN CORNER TRADING CENTRE","21"
"MJAMBE","21"
"KATUNGA","21"
"NJILIKA III","21"
"KATALA","21"
"CHE NDOGOLO","21"
"LIKOTIMA","21"
"KAFUPA I","21"
"MBOMA","21"
"KANJANGA","21"
"MPONDA II","21"
"KAFUPA II","21"
"KUDZALA","21"
"CHELAJE","21"
"LIKOTIMA TRADING CENTRE","21"
"CHIWEMBE","21"
"MACHESO MUSSA","21"
"NSELEMU","21"
"NTHUNDU","21"
"MALIZANI","21"
"CHE GWASA","21"
"CHINGWALU","21"
"CHE MOYA","21"
"TAUMBE","21"
"CHILORE","21"
"MATIPANI","21"
"NSELEMU TRADING CENTRE","21"
"GRACE","21"
"NAYUPE","21"
"MAFA","21"
"JAMES","21"
"CHIKWEKWE","21"
"DINESI","21"
"LIPENGA","21"
"CHITANI","21"
"MSUSA","21"
"KABANGO","21"
"MONJEZA","21"
"KACHULU II","21"
"KADAMMANJA","21"
"MINGOLE","21"
"ENOSI","21"
"SOMANJE","21"
"CHING'AMBA","21"
"MIPANDE","21"
"CHIMAKOWA","21"
"PAULO MUSSA","21"
"P. MKWATE III","21"
"MIPANDE II","21"
"MKWATE TRADING CENTRE","21"
"MWAZAONGA","21"
"WOTALA","21"
"NAMPESYA","21"
"INGELESI","21"
"MTEMA II","21"
"MTEMA I","21"
"JIYA TRADING CENTRE","21"
"CHIWAYA","21"
"HODA","21"
"MKUKULA","21"
"NANGUMI","21"
"KAMANGA","21"
"MSAKA","21"
"STELLA","21"
"CHIMALA","21"
"NTENJERA TRADING CENTRE","21"
"CHIWALO","21"
"KUCHOMBO","21"
"ZWANYA","21"
"GOMANI","21"
"KATEYA","21"
"PETER BILIRA","21"
"BIYANI","21"
"KHWISA","21"
"CHIGUMULA I","21"
"CHIGUMULA II","21"
"KUNTAJA","21"
"NTAMBALINJI","21"
"MGUNDO","21"
"GOMEZA","21"
"GOMONDA","21"
"CHEZIMBA","21"
"KAMCHAMBA","21"
"KAMANG'ANI","21"
"MWANSAMBO","21"
"CHILANGOMA TRADING CENTRE","21"
"THANGANYIKA","21"
"NSAMAMA","21"
"CHINTHUCHABE","21"
"BONONGWE","21"
"SEWELA","21"
"CHIMPHANGA","21"
"MICHONGWE","21"
"MASANGANO","21"
"MAKANANI","21"
"SALIMU","21"
"MDALA","21"
"CHIMKANDA","21"
"KALOMBOLA","21"
"NAMATETULE","21"
"MOMBO TRADING CENTRE","21"
"MTEFULA","21"
"ZIMPHONJE","21"
"MOTA","21"
"PAMBAZA","21"
"KHOMBWE TRADING CENTRE","21"
"KANJEZA TRADING CENTRE","21"
"SIYAMDIMA","21"
"KAUMBATA","21"
"MKWEZALAMBA","21"
"CHINSEU","21"
"NANJIWA","21"
"CHAPOTERA","21"
"CHAKANA","21"
"KALIMIRAMOTO","21"
"MULIMA","21"
"CHILAKA","21"
"BELESON","21"
"MANDOTA","21"
"CHIKOSO","21"
"ZAKAZAKA","21"
"MPONDA","21"
"MAELE","21"
"ANDERSON","21"
"KHOLA","21"
"LUMBIRA","21"
"CHIMWAVI","21"
"SIGELEGE TRADING CENTRE","21"
"MATANGA","21"
"LUIS","21"
"LUTINDI","21"
"NALUMO","21"
"PENSULO","21"
"CHEMTUMA","21"
"KASUZA","21"
"KANANJI","21"
"SUNTCHE","21"
"JOHN WALLEN","21"
"MALIRO","21"
"CHIBWANA MINDANO","21"
"MWANDAMBE","21"
"PENSULO TRADING CENTRE","21"
"CHIMKANGO","21"
"NJOLOMOLE","21"
"CHAOLA","21"
"MICHIRU TRADING CENTRE","21"
"CHILEKA TRADING CENTRE","21"
"MTIZA","21"
"BENJAMIN","21"
"MWAZONGOZA","21"
"CHILOMO","21"
"CHAYALA","21"
"KAMBUZI","21"
"KATEMA","21"
"CHIFUNGO","21"
"NTHIKO","21"
"UZALO","21"
"KILI","21"
"MAXWELL CHIBWANA","21"
"LAPUKENI","21"
"CHITICHISA","21"
"CHENGWACHI","21"
"CHILOMONI TRADING CENTRE","21"
"MALIZANI","21"
"MALINKI","21"
"MIJALA","21"
"KAPITAO","21"
"TEN MILES TRADING CENTRE","21"
"MAGOMBO","21"
"MASTER","21"
"DAMBO","21"
"CHIBOWA","21"
"NGUMBE TRADING CENTRE","21"
"DIP TANK TRADING CENTRE","21"
"SOLOMONI","21"
"JELANI","21"
"NTANTHA","21"
"JAMES","21"
"ALLAN","21"
"KANJEDZA TRADING CENTRE","21"
"ULAYA","21"
"KANKHANDE","21"
"KANDODO","21"
"CHAIKA","21"
"MALONGATI","21"
"KALINDE","21"
"CHIMEMBE TRADING CENTRE","21"
"MSEULE ","21"
"MKULA","21"
"MKULA TRADING CENTRE","21"
"LEMU","21"
"MAGOMBO NGONDO","21"
"MANJELO","21"
"TEULA","21"
"CHIKOJA","21"
"KASAWALA","21"
"MALOLA","21"
"MAPEMBA","21"
"MKUNTHIWA","21"
"MAKWINJA","21"
"MCHENGA","21"
"BENI","21"
"CHIWAYA","21"
"BOTOMANI","21"
"ADAM","21"
"MBELEWELE","21"
"CHILAMWA","21"
"KATSABOLA","21"
"NTHUNZI","21"
"CHIMUTU","21"
"KAMWENDO","21"
"CHIGONAWAYA","21"
"MPHEPO","21"
"ZIYAYA","21"
"TAYAMIKA","21"
"BOKHO","21"
"BAKILI","21"
"CHIMFITI","21"
"DZIWE TRADING CENTRE","21"
"KATCHANKHWALA","21"
"HUWA","21"
"KABANGO","21"
"MWITHA","21"
"KANKHONDE","21"
"GWEDE","21"
"MBEGA","21"
"JOHN","21"
"WILSON","21"
"MAKENZI","21"
"NKULA TRADING CENTRE","21"
"KESINALA","21"
"MIKONDO","21"
"MKWANA","21"
"KAZIGANDE","21"
"KUTAMA","21"
"AGNESS","21"
"DICK","21"
"MKATA","21"
"CHIKAONEKA","21"
"GOPANI","21"
"SINGANO","21"
"TEMANI","21"
"MPINGANJIRA TRADING CENTRE","21"
"JEWETA","21"
"PITALA","21"
"CHILIMBA","21"
"TONSE","21"
"SAMUELI","21"
"MALIYA TRADING CENTRE","21"
"CHIMTUMBIRA","21"
"KACHIWALA","21"
"JOHN MPHEMBEZU","21"
"MANEYA","21"
"CHINYAMA","21"
"KHUNGULU TRADINGACENTRE","21"
"TAMBALA","21"
"CHITAWIRA","21"
"CHUMA","21"
"DENGA","21"
"KATHABWA","21"
"KHUNGULU TRADINGA CENTRE","21"
"ZINGANGUO","21"
"CHE IDENI","21"
"CHE PADI","21"
"CHE PITI","21"
"BWANASOMPHO","21"
"LAPANI","21"
"TSOKA","21"
"CHAMBA","21"
"KAPENUKA","21"
"KUNDEKETA","21"
"KHOKA","21"
"CHEMBE TRADING CENTRE","21"
"CHALAMANDA","21"
"WISKEM","21"
"NYADANI","21"
"BOTWA","21"
"KAJAO","21"
"NZIGALA","21"
"KALIMA","21"
"WAYA","21"
"MLOMBWA","21"
"KAMDUMBA","21"
"MACHIRA","21"
"KAUSIWA","21"
"CHIMIMBA","21"
"NSAMALA","21"
"CHIBANGO","21"
"NDUWEJE","21"
"NDAONAZINO","21"
"MANYOWE TRADING CENTRE","21"
"KAMTUMBIZA","21"
"KAFELE","21"
"LAISON","21"
"CHABWELA","21"
"KUNTHEMBWE","21"
"CHITAMBULI","21"
"ADIKACHINA","21"
"CHAKHUMBILA","21"
"CHIOTCHA","21"
"CHIMTENDERE","21"
"CHETABULO","21"
"CHITSOTSO","21"
"CHIMWALA","21"
"CHEMALIRO","21"
"CHEWILARD","21"
"KAMPINI","21"
"BEULA","21"
"DAWA","21"
"CHIKOWA TRADING CENTRE","21"
"DZUNGA TRADING CENTRE","21"
"GWADANI","21"
"MABULENI","21"
"KANYANDA","21"
"ISSA","21"
"CHIKONG'A","21"
"SIMONI","21"
"ZAPELEWERA","21"
"KATUNGA","21"
"NJANJI","21"
"GOLIATI","21"
"TIYANKHULENJI","21"
"JAMBENI","21"
"WINDANI","21"
"MASOANYENGA","21"
"BANDUWELO","21"
"BILIATI TRADING CENTRE","21"
"MAKANJIRA","21"
"CHIMPANGO","21"
"CHAZEMBA","21"
"LUBAILI","21"
"KUSENA","21"
"GANDA","21"
"GELEMU","21"
"MWALIJA","21"
"ENI APAWO","21"
"DAELO","21"
"CHIVUTA","21"
"MNENULA","21"
"BULEMANI","21"
"CHAWESA","21"
"KAMETE","21"
"KAINGA","21"
"MAKANJIRA TRADING CENTRE","21"
"NKUYU TRADING CENTRE","21"
"CHIKUMBU","21"
"KAMWETSA","21"
"CHIUZILIRO","21"
"ZAMAKWELI","21"
"CHINGALA","21"
"BWITIKA","21"
"CHE BITA","21"
"SAMUELI","21"
"SITIVINI","21"
"KABWELEKELA","21"
"JIYA","21"
"JEKESENI","21"
"MALIRE","21"
"CHUMACHIYENDA","21"
"CHIPETO","21"
"SEMU","21"
"MAKANDA","21"
"ALIYA","21"
"CHIKUMBU TRADING CENTRE","21"
"MAJOLA","21"
"ZIYENDA","21"
"CHIGUNKHA","21"
"NAMWINA","21"
"CHATEMBENUKA","21"
"RICHARD","21"
"SABANTINI","21"
"MIKESI","21"
"GWANGWALA","21"
"LANKESI","21"
"BATIMONI","21"
"MWINIBWALO","21"
"MCHENGA TRADING CENTRE","21"
"MTENJE","21"
"MOFFATI","21"
"KAMELA","21"
"CHISEMBWERE","21"
"MAFUKENI","21"
"WITINESI","21"
"MANZI","21"
"NCHODOLA","21"
"CHAKWANA","21"
"ZAMKUTU","21"
"MKALADZI TRADING CENTRE","21"
"IMBWA","21"
"GUMENI","21"
"KUDZIKO","21"
"MPHWINIZA","21"
"CHILIM'BWALO","21"
"CHAGWIRAUTA","21"
"CHILINDIINE","21"
"ZWACHI","21"
"CHANGALA","21"
"CHEUZENI","21"
"KHAUNI","21"
"CHIDINA","21"
"GUMENI TRADING CENTRE","21"
"DZIKUPI","21"
"MTENGELENI","21"
"MALIPO","21"
"DZIFUNIKA","21"
"LOBELA","21"
"LUSINEYA","21"
"BWATIKE","21"
"KWACHEYA","21"
"KABULUZI","21"
"KALIATI","21"
"CHASWANTHAKA","21"
"CHILAULO","21"
"LISANGWI","21"
"MPINDO","21"
"JELASI","21"
"JUMA","21"
"AINOSI","21"
"M'JOMBA","21"
"GOLODENI","21"
"KALIATI TRADING CENTRE","21"
"GOMANI","21"
"TWAYA","21"
"KABALAZA","21"
"FOSTER LARI","21"
"MAULANA","21"
"MOSES","21"
"BITO","21"
"CHITHONJE","21"
"IDESI","21"
"MKOMADZI TRADING CENTRE","21"
"KAMOYO","21"
"MPAKULENI","21"
"KANTHUNKAKO","21"
"AKADACHIONA","21"
"MUYENDANJIRA","21"
"KULONDA","21"
"DWANYA","21"
"M'DAONANJI","21"
"M'BWINJA","21"
"CHANZA TRADING CENTRE","21"
"RODA","21"
"MANDEVU","21"
"CHABELUKA","21"
"CHIKULUNGENI","21"
"TSONGA","21"
"MAPONDELA","21"
"CHILEMBWE","21"
"MULODZA","21"
"LESA SCHOOL TRADING CENTRE","21"
"MZINGALA","21"
"CHIKIRA","21"
"CHIPUTULA","21"
"KHOMANI","21"
"TIGAWANENJI","21"
"JONASI","21"
"KAMWENDO","21"
"BALUWA","21"
"TEDZANI TRADING CENTRE","21"
"LEKADALA NAMPUTU","21"
"CHIMKWINYA","21"
"CHIMPHANDA","21"
"PESULO","21"
"MWAZILINGA","21"
"KWAPITA BANDE","21"
"MBENGWE TRADING CENTRE","21"
"MVUNDULA","21"
"KUZOOLE","21"
"CHATHAMANGA","21"
"CHEMULI","21"
"MARY","21"
"KAPANDA","21"
"MILIONI","21"
"THOMU","21"
"MVUNDULA TRADING CENTRE","21"
"M'BANDA","21"
"ANDISENI","21"
"MAGOMBO","21"
"MKUMBANCHIRI","21"
"TSOKA LA MBWANI","21"
"CHALAKA NYANI KUTHABA","21"
"MATEWERE","21"
"DZABALA","21"
"CHISANGALAL TRADING CENTRE ","21"
"MWAIWALA","21"
"IMFAYACHEDWA","21"
"KUBALA","21"
"CHATULUKA","21"
"APATSA ANKHOKWE","21"
"CHIYEMBEKEZO","21"
"RABSONI","21"
"ANYADA","21"
"DIVALA","21"
"DICKSON","21"
"KATAMBAZOLO TRADING CENTRE","21"
"NGOLEKA","21"
"CHEKOPE","21"
"GILIBATI","21"
"LAISON","21"
"MODESITA","21"
"CHELONE","21"
"CHELALE","21"
"M'DIDI TRADING CENTRE","21"
"KUNTHAWIRA","21"
"TABIYA","21"
"MULANDU","21"
"TIYANG'ANIRE","21"
"CHIWEMBU","21"
"LIZEMBA","21"
"MAKALA","21"
"KUNTHAWIRA TRADING CENTRE","21"
" KADIKIRA","21"
"CHINKHANDWE","21"
"MKWEZALAMBA","21"
"NKHUMBA","21"
"MOFOLO","21"
"CHIKULI TRADING CENTRE","21"
"MAKUNJE","21"
"CHASOKERA","21"
"KUMBILINA","21"
"TELEZINA","21"
"DZUDA","21"
"SALIMA","21"
"ROBERT","21"
"BATUMEYO","21"
"SITANDE TRADING CENTRE","21"
"SITANDE KUMBILINA","21"
"GALUFU","21"
"MASALINA","21"
"ODILO","21"
"MULONGOTI","21"
"KAMOWA","21"
"JUMBE","21"
"CHATEPA","21"
"CHIBWEYA","21"
"BWEMBA TRADING CENTRE","21"
"MALUME","21"
"MPUTENI","21"
"PITILOSI","21"
"NAMBEMBE","21"
"KHOMBE","21"
"JOHN","21"
"MUNDALO","21"
"CHIGOMILE","21"
"LUNDU TRADING CENTRE","21"
"WILLIAM","21"
"KAMWIRI I","21"
"DASITANI","21"
"KAMWIRI II","21"
"ZAMANEMBA","21"
"TCHENGA","21"
"KAMPINZA","21"
"CHATENGA","21"
"KAPYEPYE","21"
"PINDANI","21"
"CHIKWELA","21"
"CHIWAYA","21"
"MAOLE","21"
"EBELE","21"
"KANYETENZA TRADING CENTRE","21"
"MKUMBA","21"
"JOLODANI","21"
"NAKHWALA","21"
"CHOMBO","21"
"MKWANDA","21"
"LIPUNGAMA","21"
"MBUNI","21"
"YOTAMU","21"
"SUMANI","21"
"GOMBE","21"
"CHIMWALA","21"
"CHIWASA","21"
"CHIBAYA","21"
"MATHUMBA","21"
"NCHIWANTHA","21"
"SAIDI","21"
"MBONI TRADING CENTRE","21"
"MALENGA","21"
"DZIMWE","21"
"CHIGWILE","21"
"WELA","21"
"MATOPE","21"
"PITALA","21"
"MDINDE","21"
"KUCHIRI","21"
"CHATAMA","21"
"DAMA","21"
"WASI-NKWAILA","21"
"NAMIKOKO TRADING CENTRE","21"
"UNDI","21"
"CHIKALE","21"
"SAIMALA","21"
"NTALIKA","21"
"M'BUKA","21"
"CHANDE I","21"
"CHANDE  II","21"
"KUMBEWE","21"
"MPOSA","21"
"MWASIYA","21"
"KUTAUSI","21"
"NTOTELA","21"
"CHIGODI TRADING CENTRE","21"
"LUNDU ","21"
"MATCHOWA","21"
"MALIKO","21"
"SAWASAWA","21"
"LIWOKO","21"
"MPENYA","21"
"CHING'AMBA","21"
"CHITENGA","21"
"SAPULI","21"
"KATIMBA","21"
"MPUHUWA","21"
"MAKAWA","21"
"MASUWA","21"
"KAITENI","21"
"MANKHAMBA","21"
"NTAMBALIKA","21"
"KHAZABETI","21"
"MITOLE I","21"
"MITOLE II","21"
"MPEMBA","21"
"KATETE I TRADING CENTRE","21"
"LUNGUZI ","21"
"SAMALIYA","21"
"TCHOLERA","21"
"MASAKAPENDE","21"
